"1000000008","栗","１ｋ以上"
"1000000008","砂糖","適宜 　栗の正味の1/3～1/4くらい"
"1000000008","塩","適宜"
"1000000008","水","栗の正味の1/4～1/5"
"1000000010","ささみ","３００g"
"1000000010","ごぼう","１本"
"1000000010","人参","１本"
"1000000010","きゅうり","２本"
"1000000010","マヨネーズ","大さじ６"
"1000000010","砂糖","大さじ１"
"1000000010","醤油","大さじ２"
"1000000010","すりゴマ","大さじ３"
"1000000010","一味唐辛子","好きなだけ"
"1000000012","大根","半分"
"1000000012","ツナ缶","１缶"
"1000000012","カニカマ","好きなだけ"
"1000000012","大葉","好きなだけ"
"1000000012","マヨネーズ","大さじ２"
"1000000012","レモン汁","大さじ１"
"1000000012","醤油","大さじ１"
"1000000012","マスタード","大さじ１"
"1000000013","秋刀魚","４匹"
"1000000013","生姜の千切り","１片"
"1000000013","醤油","大さじ３"
"1000000013","みりん","大さじ２"
"1000000013","砂糖","大さじ２"
"1000000013","酢","大さじ２"
"1000000013","酒","１５０cc"
"1000000014","じゃがいも","４５０g"
"1000000014","バター","大さじ１"
"1000000014","にんにく","２片"
"1000000014","ベーコン","１５０g"
"1000000014","コショウ","多めに"
"1000000014","バジル","多めに"
"1000000014","砂糖","大さじ１/２"
"1000000014","醤油","大さじ１と１/２"
"1000000015","クリームチーズ","２００g"
"1000000015","生クリーム","１５０cc"
"1000000015","卵","２個"
"1000000015","砂糖","６５g"
"1000000015","コーンスターチ","１０g"
"1000000015","レモン汁","大さじ２"
"1000000015","バニラエッセンス","少々"
"1000000017","豆乳","４００g"
"1000000017","粉ゼラチン","１袋(５g)"
"1000000020","卵","８個"
"1000000020","ウィンナー","８本"
"1000000020","はんぺい","適宜"
"1000000020","厚揚","２枚"
"1000000020","がんもどき","２枚"
"1000000020","こんにゃく","１枚"
"1000000020","大根","０．５本"
"1000000020","練がらし","適宜"
"1000000020","市販のうどん汁","適宜"
"1000000020","塩","適宜"
"1000000020","水","８００ｃｃ"
"1000000024","ぶどう","適量"
"1000000031","ごはん","90ｇ"
"1000000031","ゆでたまご","1/2個"
"1000000031","りんご","1/16個"
"1000000031","チーズかまぼこ","適当"
"1000000031","黒ごま","4粒"
"1000000031","にんじんなど（うさぎの鼻）","適当"
"1000000031","その他、好みのお弁当のおかず",""
"1000000032","じゃがいも　中","1個"
"1000000032","塩コショウ（味付）","少々"
"1000000033","納豆","小　1パック"
"1000000033","卵","1個"
"1000000033","ねぎ（おくら・しそ等お好みで）","少々"
"1000000033","納豆についているタレ","1袋"
"1000000035","味噌","30ｇ"
"1000000035","①砂糖・酒・みりん","小さじ　1"
"1000000035","②水","小さじ　1"
"1000000035","③化学調味料","少々"
"1000000035","（お好みで　おろしにんにく　刻みねぎ）","少々"
"1000000036","大根の皮（桂むきなどをした後の残り物）","約50ｇ"
"1000000036","サラダ油","少々"
"1000000036","ゴマ油","小さじ　1"
"1000000036","①めんつゆ","大さじ　1"
"1000000036","②みりん","大さじ　1"
"1000000036","③砂糖","小さじ　1"
"1000000036","七味or一味とうがらし(お好みで）　　","少々"
"1000000038","ホットコーヒー","１人分"
"1000000038","スキムミルク","好きなだけ"
"1000000038","豆乳","好きなだけ"
"1000000039","さば","２〜３匹"
"1000000039","砂糖","大さじ３"
"1000000039","みりん","大さじ３"
"1000000039","酒","大さじ４"
"1000000039","味噌","大さじ２"
"1000000039","生姜","１片"
"1000000039","A　味噌","大さじ１"
"1000000039","A　醤油","小さじ１"
"1000000040","かぶら","３個"
"1000000040","塩","適宜"
"1000000040","化学調味料","適宜"
"1000000041","ちくわ","３袋"
"1000000041","ひきわり納豆","３パック"
"1000000041","天ぷらの衣","適量"
"1000000041","揚げ油","適量"
"1000000042","市販の生めん","２玉"
"1000000042","スープ（生めんについているもの）","１袋"
"1000000042","もやし","半袋"
"1000000042","えのき（あれば）","半袋"
"1000000042","ねき","半本"
"1000000043","あさり","１８個"
"1000000043","水","６００cc"
"1000000043","しょうゆ","大さじ１杯半"
"1000000043","塩","適宜"
"1000000044","さつまいも","６００g"
"1000000044","牛こま切れ肉","３５０g"
"1000000044","まいたけ","１パック"
"1000000044","砂糖","大さじ２"
"1000000044","みりん","大さじ３"
"1000000044","酒","大さじ３"
"1000000044","醤油","大さじ３"
"1000000044","一味唐辛子","好きなだけ"
"1000000045","小麦粉","２４０g"
"1000000045","オリーブオイル","６０g"
"1000000045","溶き卵","大さじ４"
"1000000045","砂糖","大さじ６"
"1000000045","黒ごま","好きなだけ"
"1000000046","さば","大１尾"
"1000000046","トマト","２個"
"1000000046","セロリ","１本"
"1000000046","玉ねぎ","１個"
"1000000046","トマトジュース","１カップ"
"1000000046","固形スープ","１個"
"1000000046","ケチャップ","大さじ２"
"1000000046","塩","小さじ１/３"
"1000000046","A  バター","大さじ１"
"1000000046","A  小麦粉","大さじ２.５"
"1000000047","イカ","２はい"
"1000000047","塩","少々"
"1000000047","マヨネーズ","大さじ２"
"1000000047","一味唐辛子","お好みで"
"1000000048","しじみ","１５０g「"
"1000000048","みそ","３０～４０g"
"1000000048","水","８００ｃｃ"
"1000000048","ねぎ（色どりのため）（あれば）","半本"
"1000000055","鶏肝","150～200ｇ"
"1000000055","砂糖（ザラメがよい）","大さじ1杯半"
"1000000055","しょうゆ","大さじ1杯"
"1000000055","水","100ｃｃ"
"1000000055","生姜","ひとかけ"
"1000000056","玄米","３合"
"1000000056","黒豆","５０g"
"1000000056","好みの雑穀","スプーン４杯"
"1000000058","長いも","２００g"
"1000000058","卵","４個"
"1000000058","かつお節","５g"
"1000000058","いりゴマ(白と黒)","各大さじ１"
"1000000058","ケチャップ","適量"
"1000000059","さつまいも","大１本"
"1000000059","味噌","小さじ１"
"1000000059","マヨネーズ","大さじ４"
"1000000059","チーズ","適量"
"1000000063","ごはん","100ｇ"
"1000000063","田楽味噌","適当"
"1000000063","白ごま","適当"
"1000000063","栗","１～２個"
