"1000000024","1580000101","房についたままだと、接着しても、はずしやすいですね。ありがとうございました。","さっそく作ってくださって、ありがとうございます♪
房のままだと場所はとるけど、もっと簡単ですね！",""
"1000000014","1370000024","ジャガイモが芽を出していたので皮向いて作りました。子供も大絶賛でした。","お子様にも喜んでもらえて嬉しいです☆とっても美味しそうですね^-^",""
"1000000013","1600000221","すりおろしたショウガが冷凍庫にあったので、それで作ってみました。おいしいですね。","とても美味しそうに作っていただき感謝です☆すりおろした生姜を冷凍するアイディアいいですね^-^",""
"1000000012","1950000005","彩りも味も大満足！レモン汁たっぷりでいただきました。ご馳走様でした。","とってもカラフル♪たっぷりのレモン汁でさっぱりいただけそうですね^-^",""
"1000000039","1670000291","釣れたてサバをもらったので♪圧力鍋だと，スグできましたぁ◎","新鮮なサバ♪美味しそうですね^-^",""
"1000000065","1200000162","とってもおいしかったです。また作ろうと思います。ごちそうさまでした。","とても美味しそうに作っていただけて、ありがとうございます^-^",""
"1000000075","1170000259","ごはんがすすむ味に仕上がりましたよ","ありがとうございます☆とても美味しそうですね^-^",""
"1000000065","1040000106","簡単で美味しくつくれました。友達にも教えたいです♪","美味しそうですね☆お友達に教えていただけるなんて、とっても嬉しいです^-^",""
"1000000129","1080000037","レモンがなかったので、生クリーム少々加えました。美味しかったです♪","ありがとうございます。ちなみに、マヨネーズを使ってもいいですよ。辛さが抑えられるのでお子さんにもいいですよ。",""
"1000000134","1760000129","砂糖控えめで十分美味しくできました★炊飯器だと簡単ですね。家族にも好評です♪","ありがとうございます☆ご家族みな様にも喜んでいただけて嬉しいです^-^",""
"1000000129","1080000028","とっても簡単に作れておいしかったです。(*^。^*)ごちそうさまでした。","よかったです。いろいろアレンジがきくメニューですので、またオリジナルも作ってみてください",""
"1000000106","1200000053","いつものインスタント麺とは思えない☆おいしいデス☆","美味しそうに作っていただきありがとうございます。
色んな即席めんの味でまた試してみてください。",""
"1000000044","1070000273","ボリュームがあって、さつまいもも、とてもおいしかったです。家族にも好評でした。","お肉が柔らかそうでとっても美味しそう^-^ありがとうございます♪",""
"1000000177","1860000132","たくさん出来ました。やさしい甘さが子供達にうけました。","わぁ～レポありがとうです！！レシピ掲載したばかりなので作られるの早くてビックリですｗ",""
"1000000204","1900000226","とても美味しかったです。我が家の定番にしていきたいと思います。感謝。","ありがとうございます♪レーズン入りでとても美味しそうですね^-^",""
"1000000119","1800000133","カレーもスパゲティも丁度いい量が余ってました！カレーとチーズは合いますね","レポート、感謝です。
美味しそうでに出来ましたね、また宜しくお願いします。",""
"1000000204","1900000505","生野菜嫌いの息子がモリモリ食べてくれました。
感激〜♪ごちそうさまです。","野菜嫌いでも食べられたなんて感激です^-^ありがとうございます♪",""
"1000000201","1430000445","人参入り♪
春雨入れるタイミングを間違えたけど、スープを吸って美味しかったです！","人参も入って栄養価upですね^-^ありがとうございます♪",""
"1000000272","1950000523","パン耳で作りました。初オリーブオイル、初ノーオーブンでしたがトリコになりました！","レポートありがとうございます。
レンジの時間調整がうまくいったみたいですね。
どうもありがとうございました。",""
"1000000167","1620000041","シンプル，簡単で、美味しかったです♪　ごちそう様でした。","コメントありがとうございます。美味しそうに作っていただき感動です。
また宜しくお願いします。",""
"1000000113","1630000045","このレシピを見て食べたくなり久々に作ってみました
ほっとする味でおいしかったです","なめこが沢山入っていて美味しそうですね^-^ありがとうございます♪",""
"1000000020","1800000133","がんもをレシピ検索して発見　うどんスープで作ると美味しいですね","おでん用の出汁でなくても、美味しく出来ますよね。また、作ってみてください。",""
"1000000033","1740000442","鰹節をプラスして、夕食に作りました。
簡単で　おいしかったです。","
ヘルシーな感じが良く出ていますね。
美味しそうに作っていただきありがとうございます。",""
"1000000225","1750000286","まさに給食の味！おいしくいただきました☆","とっても美味しそうなレポ、ありがとうございます^-^",""
"1000000221","1830000253","今日のランチ♪某サイトの『うちのおすすめかつ丼』の方ですか？分量が同じだったので","ちがいます☆どこのサイトか分かりませんが、うちでは昔からこのレシピで食べてましたよ^-^",""
"1000000089","1640000572","大根が苦手な子供達も「美味しい～」と食べてくれました♪","レポートありがとうございます。
お子様に喜んでいただき良かったです。大根が好きになるといいですね。",""
"1000000221","1840000269","卵をさっとまぜ分量を守って作ったら大変美味しくいただけました！","半熟の卵がとても美味しそうですね♪レポありがとうございます^-^",""
"1000000065","1420000029","あっという間に食べてしまいました♪外はサクっと中はしっとりの食感がたまりません！","綺麗なカタチで美味しそうですね♪レポありがとうございます^-^",""
"1000000147","1600000571","ウインナーがなかったので、ハムを代用しました。
とても美味しかったです＾＾","お弁当がカラフルで美味しそうですね♪レポありがとうございます^-^",""
"1000000070","1590000486","お芋もきな粉も体にいい♪しかも、砂糖も少量♪妊婦なので嬉しいレシピです～～。","きな粉は妊婦さんにイイみたいですね♪レポありがとうございます^-^",""
"1000000258","1910000536","ちょっと小豆が少なめですが、おいしくできました。","サツマイモたくさんで美味しそうですね♪レポありがとうございます^-^",""
"1000000271","1740000116","少し多めに作ったのに美味しくて２人で３人前以上、完食してしまいました！","つくレポありがとうです！！生姜とネギの風味がいいですよね♪",""
"1000000270","1050000077","作りました。麺つゆとおかかでかつおだしたっぷり！簡単でおいしくて栄養満点ですね。","ありがとうございます。また、参考に作ってください。",""
"1000000327","1660000011","この手があったんですね！フィナンシェで余った卵黄の使い道が出来ました。","マカロンやアイシングの時にも卵黄が余るのでいいですよ！！醤油漬けも美味ですが味噌漬けもいいですよ♪",""
"1000000048","1330000654","二日酔いの旦那に作りました。しじみのみそ汁初めて作りました♪簡単にできて感激☆","ありがとうございます、蜆からいい出汁でておいしいと思います。",""
"1000000282","1340000175","節約してるので、かさましレシピ最高です＾＾","節約もできてカロリーセーブ♪嬉しいですよね♪
ありがとうございます *^^*",""
"1000000240","1700000316","ほわほわの抹茶ロールが焼けました。抹茶が余ったので生クリームにも入れてみました。","とても綺麗に巻かれていて美味しそうですね♪レポありがとうございます^-^",""
"1000000148","1740000176","半量でもおいしくできました！切らずに端っこからフォークでつついていただきました。","お一人サイズのロールケーキですね♪とても美味しそうなレポありがとうございます^-^",""
"1000000354","1800000653","ナイスアイディア！！ちょっと見栄えは悪いですがちゃんとポテチになってました♪♪♪","レポありがとうございます。
作ってくれてありがとうございます。感謝感激です。
また宜しくお願いします。",""
"1000000204","1790000372","美味しかったです。これからもたびたび作ると思います。ありがとうございます。","是非、また作ってみてください♪とても美味しそうなレポありがとうございます^-^",""
"1000000202","1970000695","ﾅｲｽｱｲﾃﾞｱですね！
楽しく美味しくできました☆","美味しそうに作っていただきありがとうございます。
ちなみに、たこ焼器もうちのと同じですね。
また宜しくお願いします。",""
"1000000367","1750000315","紅玉じゃなくても美味しくできました！はちみつとレーズンも足してみました。","レポありがとうございます。
今度私もはちみつで作ってみます。
また宜しくお願いします。",""
"1000000419","1580000689","ミニトマト飾っちゃいました＾＾美味しかったです☆","ありがとうございます。ソースって焦げやすいので注意しないとすぐこげてしまいます。焦げてもまたおいしいです。",""
"1000000356","1160000472","帰りが遅くなったのですが、ぱぱっと簡単に作れました。おいしかったです★","簡単に作れたのは嬉しいです♪とても美味しそうなレポありがとうございます^-^",""
"1000000279","1580000689","豚キムチおいしいですよね＾＾大好きです☆","ありがとうございます。おいしいですよね。",""
"1000000327","1660000011","冷蔵庫に入れたまま4日くらい置いてしまったら、なぜかカラスミ風になりました！","漬け込む期間で味も食感も変ってきますよね！！是非お好みの漬け込み期間を見つけてください♪",""
"1000000399","1040000788","写真入りのレシピ、ものすっごくわかりやすかったです！感激！","つくレポありがとうです！！
型抜きクッキー簡単ですが作ってる時も食べる時も楽しめますよね♪",""
"1000000218","1580000689","とってもシンプルで簡単しかも美味しい☆☆☆キムチサイコー☆","ありがとうございます。簡単でおいしいですよね。",""
"1000000334","1430000375","山菜の汁が美味しいですね。簡単にできました
とろろと生卵を入れてアレンジしました","ありがとうございます。また、よろしくおねがいいたします。",""
"1000000357","1700000316","レモンがよく効いて、いくらでも食べられました。クリスマスにも作りますね♪","つくレポありがとうです♪我家でも誕生日やクリスマスなどのイベント時に作ってるんですよｗ",""
"1000000261","1010000700","マヨネーズならコクも出て簡単ですね！","つくレポありがとうです♪",""
"1000000458","1710000565","すごく美味しくてあっという間になくなってしまいました♪もやしを入れてパチリ。","つくレポありがとうです♪モヤシはいつでも安いし栄養価も高いしお腹もいっぱいになるしイイですよねｗ",""
"1000000240","1740000176","餡をクリームに混ぜずに巻いてみたらへしゃげてしまいましたがおいしかったです！","綺麗な抹茶色に仕上がっていてとても美味しそうですね♪レポありがとうございます^-^",""
"1000000473","1450000576","自作のイングリッシュマフィンにぴったりでした！美味しくてかわいい♪","レポありがとうございます。
自作のイングリッシュマフィンで美味しそうですね。
作っていただき本当に感謝・感激です。",""
"1000000202","1800000653","たこ焼き器で何か作れないか模索中！いいアイディアですね。子供と一緒に楽しめました","レポありがとうございます。
お子さんと一緒に楽しく作っていただいたようで私も嬉しいです。
また宜しくお願いします。",""
"1000000221","1830000253","やっぱりおいしい！お店のカツ丼が家で再現できます！お薦めです♪","またまたレポ載せていただきありがとうございます♪紅ショウガがのっていてとても美味しそうですね^-^",""
"1000000473","1080000529","シナモンの香りがとってもいいですね！","レポありがとうございます。
美味しそうに作っていただき感謝です。",""
"1000000431","1420000029","美味しくてあっという間に無くなってしまいましたヾ(;´▽｀A``また作りますっ♪","寒い季節なのに作ってくれてありがとう♪とろ～りとってもおいしそうです♪",""
"1000000514","1220000790","ちょっとカフェっぽい朝ごはんになりました♪　子供たちも大喜びです☆","カフェっぽく、素敵に作ってもらってありがとうございます♪
とってもおいしそうですね！",""
"1000000065","1680000416","とても簡単手軽に作れました。オリーブオイルの消費にも役立ちますね。","オリーブオイルはバターより体にイイのでオススメです♪とても美味しそうなレポありがとうございます^-^",""
"1000000261","1600000499","簡単においしくできました〜♪
パン粉にカレーパウダーを少し混ぜてみました！","つくれぽありがとうです♪
カレーパウダー美味しそう！！今度作る時はカレーパウダーを入れてみますねｗ",""
"1000000480","1670000584","とてもおいしかったです！海老・ブロッコリー・ニンジン・アスパラも入れてみました★","まるでフレンチレストランのオードブルみたいに綺麗！作っていただき本当にありがとうございます！にんじんが効いてますね！",""
"1000000399","1700000785","ツリーっぽくお茶で緑に♪さくさくおいしい！","つくレポありがとうです！！
お茶で緑色になんて凄いです♪私も今度マネさせて頂きますｗ",""
"1000000485","1440000749","簡単・素朴な味付けで、旦那さんも「うまい！うまい！」と食べ続けてくれました☆","レポありがとうございます。だんな様に喜んでいただき光栄です。
また宜しくお願いします。",""
"1000000479","1200000076","カイワレの代わりに大根と人参の千切りで♪簡単オシャレレシピで助かりました(*^□","大根と人参の千切りって彩りも綺麗だし、ナイスですねっ♪作ってくださりありがとぅございます☆",""
"1000000453","1860000013","手羽先、初めて入れてみました。美味しい出汁が出て、感動です！","leopoo さん、レポートありがとうございます!!
手羽先入おいしいですよね。感動してもらえてこちらも嬉しいデス＾＾",""
"1000000480","1140000290","初めてのテリーヌ、ツナ缶で出来ちゃうなんて思いませんでした！美味しかったです♪","わ～何て素敵！凄くセンスがいいですね！レストランみたい～作っていただいて本当にありがとう！",""
"1000000204","1360000608","余っていたコーンも入れて。とても美味しかったです♪御馳走様でした☆","コーン入りは甘さもあってとても美味しそうですね♪レポありがとうございます^-^",""
"1000000313","1940000443","チンゲン菜がシャキシャキして、おいしかったです♪","チンゲン菜に火が通り過ぎずに、とても美味しそうですね♪レポありがとうございます^-^",""
"1000000395","1250000288","大根の葉もお浸しにできるんですね。おいしかったです♪","hiroaママさん、レポートありがとうございます☆
大根の葉も意外と使えて美味しいヤツだったんです＾＾",""
"1000000147","1140000074","いつもの炊き込みご飯とは少し違う感じで、おいしかったです。","たまに違う味のご飯もイイですよね♪とても美味しそうなレポありがとうございます^-^",""
"1000000294","1290000308","倍量で作りました(^O^)もう買わなくてもいいですね！美味しかったです☆","つくレポありがとうです♪
うちも市販品は甘過ぎるので買いません！！簡単に作れちゃうので",""
"1000000033","1600000499","とろとろのふわふわ〜♪
簡単であっとうまに出来て、おいしかったです！","レポありがとうございます。
形もきれいで本当に美味しそうですね。
また、宜しくお願いします。",""
"1000000209","1580000689","とっても美味しかったですｖ＾▽＾ｖ簡単ですぐできますね♪","チップスターさん、レポありがとうございます。
美味しいといっていただき感謝感激です。
また、宜しくお願いします。",""
"1000000294","1690000341","すり鉢とフライパンで、とてもかわゆくできました*＾＾*
素敵なレシピ嬉しいです♪","つくレポありがとうです♪
自分で作ると甘さも調整出来るし余計な添加物を入れずに済むので安心ですよね！！！",""
"1000000604","1800000653","初挑戦！！ごまをたっぷりとまぶしてみました。美味しかったですありがとうございます","たくさんのごぼう料理がある中、選んでいただきありがとうございます。",""
"1000000336","1570000032","倍量で年末に仕込んでおきました！今回は簡単に和風ドレッシングでいただきました♪","つくレポありがとうです♪
簡単なのに美味しいですよね！！",""
